Entidad,Codigo,Año,PIB
 Sonora,MX-SON,1997,351715.557
 Sonora,MX-SON,1998,375189.622
 Sonora,MX-SON,1999,389003.503
 Sonora,MX-SON,2000,421682.693
 Sonora,MX-SON,2001,407775.04
 Sonora,MX-SON,2002,376131.733
 Sonora,MX-SON,2003,365533.727
 Sonora,MX-SON,2004,384484.325
 Sonora,MX-SON,2005,404881.254
 Sonora,MX-SON,2006,429625.189
 Sonora,MX-SON,2007,435397.343
 Sonora,MX-SON,2008,436717.189
 Sonora,MX-SON,2009,410374.271
 Sonora,MX-SON,2010,431501.919
 Sonora,MX-SON,2011,471510.171
 Sonora,MX-SON,2012,495926.031
 Sonora,MX-SON,2013,510315.674
 Sonora,MX-SON,2014,522896.949
 Sonora,MX-SON,2015,549606.823
 Sonora,MX-SON,2016,578945.379
 Sonora,MX-SON,2017,575986.463
 Sonora,MX-SON,2018,581413.804
 Sonora,MX-SON,2019,580759.016
 Sonora,MX-SON,2020,549564.663
 Tabasco,MX-TAB,1980,260401.114
 Tabasco,MX-TAB,1981,283903.456
 Tabasco,MX-TAB,1982,284156.587
 Tabasco,MX-TAB,1983,270729.477
 Tabasco,MX-TAB,1984,281155.5
 Tabasco,MX-TAB,1985,288891.072
 Tabasco,MX-TAB,1986,281594.481
 Tabasco,MX-TAB,1987,290266.005
 Tabasco,MX-TAB,1988,297533.658
 Tabasco,MX-TAB,1989,309911.699
 Tabasco,MX-TAB,1990,326245.945
 Tabasco,MX-TAB,1991,339938.636
 Tabasco,MX-TAB,1992,352529.132
 Tabasco,MX-TAB,1993,364000.636
 Tabasco,MX-TAB,1994,365675.134
 Tabasco,MX-TAB,1995,360899.364
 Tabasco,MX-TAB,1996,392397.206
 Tabasco,MX-TAB,1997,403061.685
 Tabasco,MX-TAB,1998,417344.87
 Tabasco,MX-TAB,1999,411433.725
 Tabasco,MX-TAB,2000,409384.762
 Tabasco,MX-TAB,2001,397437.807
 Tabasco,MX-TAB,2002,374453.371
 Tabasco,MX-TAB,2003,374891.404
 Tabasco,MX-TAB,2004,391243.029
 Tabasco,MX-TAB,2005,421079.732
 Tabasco,MX-TAB,2006,445309.616
 Tabasco,MX-TAB,2007,454079.113
 Tabasco,MX-TAB,2008,475202.827
 Tabasco,MX-TAB,2009,495944.159
 Tabasco,MX-TAB,2010,525011.917
 Tabasco,MX-TAB,2011,549751.131
 Tabasco,MX-TAB,2012,564003.811
 Tabasco,MX-TAB,2013,553628.205
 Tabasco,MX-TAB,2014,564794.238
 Tabasco,MX-TAB,2015,562212.305
 Tabasco,MX-TAB,2016,534685.495
 Tabasco,MX-TAB,2017,509388.361
 Tabasco,MX-TAB,2018,467226.446
 Tabasco,MX-TAB,2019,448890.121
 Tabasco,MX-TAB,2020,464512.613
 Tamaulipas,MX-TAM,1980,202148.879
 Tamaulipas,MX-TAM,1981,221052.973
 Tamaulipas,MX-TAM,1982,221369.064
 Tamaulipas,MX-TAM,1983,210483.546
 Tamaulipas,MX-TAM,1984,219047.45
 Tamaulipas,MX-TAM,1985,225716.152
 Tamaulipas,MX-TAM,1986,217158.391
 Tamaulipas,MX-TAM,1987,223405.466
 Tamaulipas,MX-TAM,1988,226770.703
 Tamaulipas,MX-TAM,1989,234558.243
 Tamaulipas,MX-TAM,1990,247200.298
 Tamaulipas,MX-TAM,1991,254454.638
 Tamaulipas,MX-TAM,1992,261905.025
 Tamaulipas,MX-TAM,1993,265972.07
 Tamaulipas,MX-TAM,1994,285145.728
 Tamaulipas,MX-TAM,1995,265067.246
 Tamaulipas,MX-TAM,1996,288134.319
 Tamaulipas,MX-TAM,1997,308451.313
 Tamaulipas,MX-TAM,1998,337995.713
 Tamaulipas,MX-TAM,1999,360018.466
 Tamaulipas,MX-TAM,2000,379569.363
 Tamaulipas,MX-TAM,2001,361511.309
 Tamaulipas,MX-TAM,2002,375490.518
 Tamaulipas,MX-TAM,2003,391574.439
 Tamaulipas,MX-TAM,2004,410112.746
 Tamaulipas,MX-TAM,2005,436490.981
 Tamaulipas,MX-TAM,2006,449609.24
 Tamaulipas,MX-TAM,2007,464007.812
 Tamaulipas,MX-TAM,2008,483350.662
 Tamaulipas,MX-TAM,2009,439739.323
 Tamaulipas,MX-TAM,2010,448215.116
 Tamaulipas,MX-TAM,2011,456768.535
 Tamaulipas,MX-TAM,2012,466371.322
 Tamaulipas,MX-TAM,2013,473241.401
 Tamaulipas,MX-TAM,2014,477891.309
 Tamaulipas,MX-TAM,2015,492586.952
 Tamaulipas,MX-TAM,2016,500458.048
 Tamaulipas,MX-TAM,2017,498369.426
 Tamaulipas,MX-TAM,2018,508491.928
 Tamaulipas,MX-TAM,2019,517422.426
 Tamaulipas,MX-TAM,2020,473593.124
 Tlaxcala,MX-TLA,1980,48014.674
 Tlaxcala,MX-TLA,1981,52400.613
 Tlaxcala,MX-TLA,1982,52438.251
 Tlaxcala,MX-TLA,1983,50152.905
 Tlaxcala,MX-TLA,1984,51967.69
 Tlaxcala,MX-TLA,1985,53215.919
 Tlaxcala,MX-TLA,1986,51541.456
 Tlaxcala,MX-TLA,1987,52747.01
 Tlaxcala,MX-TLA,1988,53498.337
 Tlaxcala,MX-TLA,1989,55287.103
 Tlaxcala,MX-TLA,1990,58147.663
 Tlaxcala,MX-TLA,1991,60743.993
 Tlaxcala,MX-TLA,1992,63371.953
 Tlaxcala,MX-TLA,1993,64426.391
 Tlaxcala,MX-TLA,1994,66648.219
 Tlaxcala,MX-TLA,1995,62646.66
 Tlaxcala,MX-TLA,1996,68466.659
 Tlaxcala,MX-TLA,1997,75028.603
 Tlaxcala,MX-TLA,1998,75936.846
 Tlaxcala,MX-TLA,1999,81438.956
 Tlaxcala,MX-TLA,2000,84470.633
 Tlaxcala,MX-TLA,2001,87301.192
 Tlaxcala,MX-TLA,2002,84518.04
 Tlaxcala,MX-TLA,2003,83254.186
 Tlaxcala,MX-TLA,2004,89789.73
 Tlaxcala,MX-TLA,2005,79279.279
 Tlaxcala,MX-TLA,2006,77889.934
 Tlaxcala,MX-TLA,2007,79019.573
 Tlaxcala,MX-TLA,2008,83246.79
 Tlaxcala,MX-TLA,2009,81739.53
 Tlaxcala,MX-TLA,2010,88809.886
 Tlaxcala,MX-TLA,2011,86031.739
 Tlaxcala,MX-TLA,2012,89918.601
 Tlaxcala,MX-TLA,2013,87657.644
 Tlaxcala,MX-TLA,2014,90362.518
 Tlaxcala,MX-TLA,2015,96458.62
 Tlaxcala,MX-TLA,2016,96859.667
 Tlaxcala,MX-TLA,2017,95585.227
 Tlaxcala,MX-TLA,2018,98881.599
 Tlaxcala,MX-TLA,2019,103566.865
 Tlaxcala,MX-TLA,2020,91004.963
 Veracruz,MX-VER,1980,411742.585
 Veracruz,MX-VER,1981,442572.805
 Veracruz,MX-VER,1982,444623.143
 Veracruz,MX-VER,1983,434154.35
 Veracruz,MX-VER,1984,447494.32
 Veracruz,MX-VER,1985,456578.073
 Veracruz,MX-VER,1986,448836.665
 Veracruz,MX-VER,1987,458544.085
 Veracruz,MX-VER,1988,465543.898
 Veracruz,MX-VER,1989,480047.163
 Veracruz,MX-VER,1990,501400.217
 Veracruz,MX-VER,1991,519830.748
 Veracruz,MX-VER,1992,535733.762
 Veracruz,MX-VER,1993,547798.588
 Veracruz,MX-VER,1994,580628.682
 Veracruz,MX-VER,1995,563393.427
 Veracruz,MX-VER,1996,585546.211
 Veracruz,MX-VER,1997,603388.826
 Veracruz,MX-VER,1998,623931.966
 Veracruz,MX-VER,1999,613825.678
 Veracruz,MX-VER,2000,617345.854
 Veracruz,MX-VER,2001,605429.892
 Veracruz,MX-VER,2002,602163.463
 Veracruz,MX-VER,2003,613590.201
 Veracruz,MX-VER,2004,643859.491
 Veracruz,MX-VER,2005,648906.398
 Veracruz,MX-VER,2006,684557.368
 Veracruz,MX-VER,2007,705608.578
 Veracruz,MX-VER,2008,704314.03
 Veracruz,MX-VER,2009,688981.395
 Veracruz,MX-VER,2010,718148.55
 Veracruz,MX-VER,2011,746817.731
 Veracruz,MX-VER,2012,779730.434
 Veracruz,MX-VER,2013,781357.276
 Veracruz,MX-VER,2014,780785.356
 Veracruz,MX-VER,2015,785745.931
 Veracruz,MX-VER,2016,784930.108
 Veracruz,MX-VER,2017,776072.856
 Veracruz,MX-VER,2018,794018.647
 Veracruz,MX-VER,2019,801624.782
 Veracruz,MX-VER,2020,737040.168
 Yucatan,MX-YUC,1980,87934.565
 Yucatan,MX-YUC,1981,95449.569
 Yucatan,MX-YUC,1982,95772.004
 Yucatan,MX-YUC,1983,92941.08
 Yucatan,MX-YUC,1984,96022.62
 Yucatan,MX-YUC,1985,97940.726
 Yucatan,MX-YUC,1986,95553.677
 Yucatan,MX-YUC,1987,97635.024
 Yucatan,MX-YUC,1988,99038.933
 Yucatan,MX-YUC,1989,102418.83
 Yucatan,MX-YUC,1990,107448.34
 Yucatan,MX-YUC,1991,111614.691
 Yucatan,MX-YUC,1992,115190.89
 Yucatan,MX-YUC,1993,119713.936
 Yucatan,MX-YUC,1994,127858.8
 Yucatan,MX-YUC,1995,119697.961
 Yucatan,MX-YUC,1996,126563.704
 Yucatan,MX-YUC,1997,133911.571
 Yucatan,MX-YUC,1998,142108.839
 Yucatan,MX-YUC,1999,147533.592
 Yucatan,MX-YUC,2000,158132.945
 Yucatan,MX-YUC,2001,160886.253
 Yucatan,MX-YUC,2002,159571.753
 Yucatan,MX-YUC,2003,161636.497
 Yucatan,MX-YUC,2004,169013.747
 Yucatan,MX-YUC,2005,176907.681
 Yucatan,MX-YUC,2006,185462.602
 Yucatan,MX-YUC,2007,191217.075
 Yucatan,MX-YUC,2008,193158.623
 Yucatan,MX-YUC,2009,189365.458
 Yucatan,MX-YUC,2010,196149.981
 Yucatan,MX-YUC,2011,202893.85
 Yucatan,MX-YUC,2012,214700.599
 Yucatan,MX-YUC,2013,215788.237
 Yucatan,MX-YUC,2014,223858.768
 Yucatan,MX-YUC,2015,230374.526
 Yucatan,MX-YUC,2016,242505.306
 Yucatan,MX-YUC,2017,252391.124
 Yucatan,MX-YUC,2018,261283.809
 Yucatan,MX-YUC,2019,263372.187
 Yucatan,MX-YUC,2020,243120.969
 Zacatecas,MX-ZAC,1980,52903.602
 Zacatecas,MX-ZAC,1981,56625.33
 Zacatecas,MX-ZAC,1982,57223.942
 Zacatecas,MX-ZAC,1983,56881.979
 Zacatecas,MX-ZAC,1984,58713.776
 Zacatecas,MX-ZAC,1985,60179.363
 Zacatecas,MX-ZAC,1986,59892.859
 Zacatecas,MX-ZAC,1987,61457.533
 Zacatecas,MX-ZAC,1988,62688.035
 Zacatecas,MX-ZAC,1989,64913.912
 Zacatecas,MX-ZAC,1990,68219.296
 Zacatecas,MX-ZAC,1991,71392.918
 Zacatecas,MX-ZAC,1992,74863.619
 Zacatecas,MX-ZAC,1993,77488.535
 Zacatecas,MX-ZAC,1994,80413.207
 Zacatecas,MX-ZAC,1995,81493.113
 Zacatecas,MX-ZAC,1996,80925.45
 Zacatecas,MX-ZAC,1997,83720.472
 Zacatecas,MX-ZAC,1998,90020.358
 Zacatecas,MX-ZAC,1999,88345.985
 Zacatecas,MX-ZAC,2000,87995.598
 Zacatecas,MX-ZAC,2001,91169.187
 Zacatecas,MX-ZAC,2002,98038.536
 Zacatecas,MX-ZAC,2003,101406.31
 Zacatecas,MX-ZAC,2004,105664.685
 Zacatecas,MX-ZAC,2005,105661.441
 Zacatecas,MX-ZAC,2006,112108.368
 Zacatecas,MX-ZAC,2007,115935.139
 Zacatecas,MX-ZAC,2008,126383.577
 Zacatecas,MX-ZAC,2009,130512
 Zacatecas,MX-ZAC,2010,144730.56
 Zacatecas,MX-ZAC,2011,144876.886
 Zacatecas,MX-ZAC,2012,148728.64
 Zacatecas,MX-ZAC,2013,146858.788
 Zacatecas,MX-ZAC,2014,156808.457
 Zacatecas,MX-ZAC,2015,159905.359
 Zacatecas,MX-ZAC,2016,157998.056
 Zacatecas,MX-ZAC,2017,157621.131
 Zacatecas,MX-ZAC,2018,157631.239
 Zacatecas,MX-ZAC,2019,151905.742
 Zacatecas,MX-ZAC,2020,145571.953
